#{"t_start": 1765725402.6071446, "env_id": "Reacher-v5"}
-1.777894,50,711.959261
-1.991134,50,713.044434
-1.151816,50,714.037655
-1.578443,50,715.564991
-1.660956,50,716.720174
-1.660025,50,717.833497
-2.047013,50,718.888543
-1.891804,50,719.743595
-1.544694,50,720.610137
-2.417503,50,721.876347
-1.942871,50,723.245608
-2.237809,50,724.258976
-2.703484,50,725.119696
-1.025918,50,726.161454
-1.473218,50,727.207233
-1.863393,50,728.104767
-1.657239,50,728.954965
-2.350915,50,729.948082
-1.15582,50,730.799191
-2.780564,50,731.709018
-1.086031,50,733.040883
-2.393876,50,734.437961
-2.396294,50,735.770409
-1.351773,50,736.947731
-3.51237,50,737.871733
-2.385938,50,738.784287
-1.553271,50,739.917816
-2.171325,50,741.677794
-2.88546,50,742.806108
-1.393722,50,743.920104
-1.790509,50,744.86695
-1.580331,50,746.015795
-2.195948,50,747.212358
-1.610343,50,748.454467
-2.312971,50,749.711515
-1.719283,50,750.619403
-2.972707,50,751.655854
-1.925676,50,752.618517
-1.339094,50,753.734566
-1.182736,50,754.884773
-2.300863,50,755.798994
-2.083438,50,756.904238
-1.777644,50,757.762942
-1.619971,50,758.716943
-1.500007,50,759.686529
-1.300175,50,760.742411
-2.007476,50,762.259274
-1.477675,50,763.505029
-1.729322,50,764.377443
-1.496387,50,765.501561
-2.03823,50,766.708827
-2.097558,50,767.771439
-2.198765,50,768.655926
-1.034605,50,769.675913
-2.500015,50,770.652925
-1.237304,50,771.641693
-1.446562,50,772.558669
-1.686997,50,773.728718
-1.078983,50,774.825168
-1.288226,50,775.686636
-1.98951,50,776.634501
-1.441429,50,777.802381
-2.207214,50,779.137797
-2.245363,50,780.173526
-1.670063,50,781.547022
-1.432956,50,782.594496
-0.884738,50,784.054288
-1.343103,50,785.205388
-1.871174,50,786.342129
-1.955964,50,789.357958
-2.643718,50,790.879907
-1.677125,50,792.740019
-1.896196,50,794.165237
-1.661218,50,796.141032
-1.683574,50,797.364719
-1.42121,50,798.465853
-1.522137,50,799.618593
-1.951102,50,800.981246
-1.947901,50,802.226637
-1.309001,50,804.168057
-1.960146,50,805.368268
-1.128484,50,806.893112
-1.833824,50,808.639868
-1.251943,50,809.625137
-2.005361,50,810.940912
-1.77946,50,812.862679
-1.666007,50,815.632564
-1.949431,50,817.213951
-1.869417,50,818.267145
-1.587081,50,819.334422
-1.474463,50,821.57352
-1.881863,50,822.606697
-1.057787,50,823.610011
-1.239761,50,825.333658
-1.846739,50,831.215566
-1.371089,50,836.681129
-2.224034,50,840.036475
-1.300308,50,841.574776
-1.444381,50,842.561541
-1.59875,50,843.776874
-1.954787,50,844.952594
-1.954032,50,846.125552
-1.12761,50,847.24047
-1.801098,50,848.196625
-1.545547,50,849.166179
-1.859904,50,850.351868
-1.051802,50,851.458179
-2.20257,50,853.141234
-1.068922,50,854.665626
-1.566504,50,856.000228
-1.699429,50,857.144042
-1.61087,50,858.900294
-1.371148,50,860.385996
-1.5302,50,864.342042
-0.950445,50,865.818266
-1.700968,50,867.360752
-1.574928,50,868.33651
-1.651149,50,869.383864
-1.373006,50,870.745089
-1.838182,50,871.853266
-2.272776,50,872.911907
-1.605316,50,873.857258
-1.253626,50,874.779057
-1.356916,50,875.668879
-1.235923,50,876.727395
-1.865189,50,877.647486
-1.337465,50,878.624199
-1.245723,50,879.578929
-2.364721,50,880.436525
-1.0824,50,881.382531
-1.903595,50,882.241433
-1.898768,50,883.318386
-1.577643,50,884.191751
-1.571375,50,885.514504
-1.649248,50,886.544769
-1.841124,50,887.468858
-2.107295,50,888.347572
-1.154805,50,889.321903
-1.577129,50,890.202945
-1.439658,50,891.087043
-1.599611,50,891.979995
-1.682649,50,892.884551
-1.31397,50,893.740415
-1.709644,50,894.649063
-1.468613,50,895.514871
-1.603801,50,896.764738
-2.607549,50,897.652471
-1.475986,50,898.588499
-2.496403,50,899.743528
-2.385067,50,900.672598
-1.426349,50,901.566281
-0.845885,50,902.566554
-1.281049,50,903.542087
-0.94028,50,904.524008
-1.8193,50,905.544714
-1.578501,50,906.574994
-1.348418,50,907.47717
-3.421709,50,909.140383
-1.431353,50,910.076035
-1.817128,50,911.0611
-1.280544,50,911.968087
-1.977291,50,912.916048
-1.632551,50,913.889982
-1.219816,50,914.866351
-1.858224,50,916.015824
-1.710214,50,917.15808
-1.80463,50,918.581423
-2.457889,50,919.706012
-1.869044,50,921.134928
-1.623836,50,924.786299
-1.655338,50,925.946009
-1.696135,50,927.023889
-1.794668,50,928.001537
-1.450699,50,928.919043
-1.156567,50,929.968974
-1.880336,50,930.864264
-1.679817,50,931.812341
-1.964246,50,932.874558
-2.136121,50,933.733173
-2.211533,50,934.864733
-1.77875,50,935.833167
-1.258509,50,936.945252
-1.597852,50,937.801508
-1.833668,50,938.636877
-1.374477,50,939.513317
-2.099163,50,940.565802
-1.883655,50,941.43898
-2.038788,50,942.397119
-1.272991,50,943.201945
-1.696934,50,944.569825
-2.177608,50,945.624904
-1.844595,50,946.561724
-1.633449,50,947.580421
-1.382653,50,948.699146
-2.034591,50,949.814692
-1.088137,50,950.994708
-1.432544,50,951.922703
-1.100295,50,953.04264
-1.646305,50,954.029136
-1.778263,50,954.901857
-1.075492,50,955.905765
-1.208853,50,957.626202
-1.658428,50,958.6378
-2.291685,50,959.884336
-2.184638,50,961.070239
-1.724796,50,962.029999
-1.778258,50,962.912765
-1.806233,50,963.935945
-1.210879,50,965.179821
-1.8779,50,966.334673
-0.994715,50,967.208248
-1.763511,50,968.339426
-1.979023,50,969.212442
-1.848789,50,970.635016
-1.625912,50,971.566609
-1.739226,50,972.64015
-1.15433,50,973.712584
-1.880357,50,974.816989
-2.34396,50,975.705363
-1.269712,50,976.614782
-2.250644,50,977.543677
-1.330863,50,978.528492
-1.12579,50,979.454168
-1.446613,50,980.489736
-1.471849,50,981.501627
-2.087252,50,982.47567
-1.813817,50,983.664454
-1.420854,50,984.58641
-1.841921,50,985.496001
-2.176806,50,986.596328
-1.687548,50,987.509741
-1.647464,50,988.402986
-1.916419,50,989.402614
-0.905228,50,990.422132
-2.37939,50,991.738099
-2.34299,50,992.879809
-1.667546,50,993.917665
-2.202827,50,994.863625
-1.639676,50,995.864064
-1.349007,50,996.879607
-1.548532,50,997.732459
-1.005294,50,998.956441
-1.656569,50,1000.403167
-1.757773,50,1001.321979
-1.423357,50,1002.432859
-1.870007,50,1003.638855
-1.38502,50,1004.556823
-1.716146,50,1005.486206
-1.790054,50,1006.401687
-1.661898,50,1007.547789
-1.990447,50,1008.650622
-1.442366,50,1009.831673
-2.032139,50,1010.777133
-1.995667,50,1011.895674
-1.080803,50,1012.856273
-1.946377,50,1013.98227
-1.332356,50,1015.134704
-1.891958,50,1016.629247
-1.253106,50,1017.666756
-1.476242,50,1018.556335
-1.473948,50,1019.617953
-1.798038,50,1021.108578
-1.283849,50,1022.014089
-1.152783,50,1023.018414
-1.55604,50,1024.006631
-1.338528,50,1025.035377
-1.378008,50,1026.184174
-1.640574,50,1027.004932
-1.977242,50,1027.996747
-1.096799,50,1028.956019
-1.845137,50,1029.788507
-1.855965,50,1030.851551
-1.724327,50,1031.688979
-1.065236,50,1032.564789
-1.692354,50,1033.549575
-1.380937,50,1034.640588
-1.061806,50,1035.534218
-1.287755,50,1036.703109
-1.786154,50,1037.704926
-1.443991,50,1038.838192
-2.062197,50,1039.884395
-1.55308,50,1041.223412
-1.480071,50,1042.586858
-1.996368,50,1043.926317
-1.615147,50,1044.804175
-1.543141,50,1045.996862
-1.288241,50,1046.98229
-1.885762,50,1048.269081
-2.120288,50,1049.705284
-2.104757,50,1050.661298
-2.578936,50,1051.591246
-1.770838,50,1052.650295
-1.282032,50,1053.812992
-2.248152,50,1055.416316
-1.829793,50,1056.517038
-1.729156,50,1057.560753
-1.828897,50,1058.653356
-1.697554,50,1059.810541
-1.651433,50,1060.811744
-1.653267,50,1061.767564
-1.320137,50,1062.71614
-2.13893,50,1064.383162
-1.695287,50,1065.571208
-1.100054,50,1066.45183
-1.265342,50,1067.516127
-2.128201,50,1068.517333
-1.878747,50,1069.415855
-1.384678,50,1070.223364
-1.281757,50,1071.142153
-1.881339,50,1072.12697
-2.167785,50,1072.950696
-1.557531,50,1073.771781
-1.763727,50,1074.622018
-1.304467,50,1075.553543
-1.954569,50,1077.180757
-1.450798,50,1078.197624
-1.185314,50,1079.27177
-1.420479,50,1081.201195
-2.438488,50,1082.402064
-1.360031,50,1083.541068
-1.584879,50,1084.556352
-2.372761,50,1085.660653
-1.352465,50,1086.825336
-1.884079,50,1087.854751
-1.470528,50,1088.923719
-1.648874,50,1090.192393
-1.454284,50,1091.512082
-1.825011,50,1092.799385
-2.037992,50,1093.822802
-1.530674,50,1094.806577
-2.068182,50,1095.745547
-1.591634,50,1096.989474
-1.711872,50,1098.11385
-2.050712,50,1099.030946
-1.064964,50,1099.884056
-1.525432,50,1100.696358
-2.739533,50,1101.498937
-1.679349,50,1102.426961
-1.666594,50,1103.247177
-1.422577,50,1104.32196
-1.573913,50,1106.051349
-1.438969,50,1107.802431
-1.57512,50,1109.02529
-1.945791,50,1110.740333
-1.560188,50,1112.054108
-2.537561,50,1113.851337
-1.268721,50,1115.519847
-1.711766,50,1116.660368
-2.034537,50,1117.537107
-1.522711,50,1118.443656
-2.183189,50,1119.635483
-1.487095,50,1120.490595
-1.859427,50,1121.361414
-1.448984,50,1122.287388
-0.917473,50,1123.651767
-1.047538,50,1124.932487
-1.24875,50,1126.051927
-2.039363,50,1127.388077
-1.914619,50,1128.811781
-2.108525,50,1129.997936
-1.929485,50,1131.379421
-2.081579,50,1132.471247
-1.395753,50,1133.857391
-2.014179,50,1135.566278
-2.198985,50,1136.709115
-1.111949,50,1137.569964
-1.185037,50,1138.475105
-1.975855,50,1139.520772
-1.667371,50,1141.112013
-1.239369,50,1142.172847
-1.926401,50,1143.029434
-1.368473,50,1143.960139
-1.048475,50,1144.995615
-2.09564,50,1146.256467
-1.811999,50,1147.732656
-1.786594,50,1148.685568
-1.12415,50,1149.667877
-1.380498,50,1150.901572
-1.183189,50,1152.298727
-1.955983,50,1154.357705
-1.712296,50,1156.052049
-1.711432,50,1157.691031
-1.813847,50,1159.159667
-1.136532,50,1160.342104
-1.56535,50,1161.57469
-1.767985,50,1162.689834
-1.2616,50,1164.216036
-1.00217,50,1165.258923
-0.938006,50,1166.205216
-1.138079,50,1167.29513
-1.937912,50,1168.209283
-1.186466,50,1169.158838
-1.860593,50,1170.144462
-1.611674,50,1171.3436
-1.019702,50,1172.476319
-1.455592,50,1173.482755
-1.831248,50,1174.432032
-1.964458,50,1175.603868
-1.293933,50,1176.489634
-1.907779,50,1178.011004
-2.000121,50,1179.323931
-1.642632,50,1180.5892
-1.604848,50,1181.555387
-1.794073,50,1182.582403
-1.18675,50,1183.594571
-1.676884,50,1184.700892
-0.991641,50,1185.597927
-1.484658,50,1186.45801
-1.156883,50,1187.368491
-1.41334,50,1188.278309
-1.63309,50,1189.401738
-1.794591,50,1190.587488
-1.975063,50,1191.703776
-1.146887,50,1192.950994
-1.960814,50,1193.859601
-1.222449,50,1194.850673
-1.638347,50,1195.960545
-1.494325,50,1197.073276
-1.393919,50,1198.235745
-1.682695,50,1199.20488
-1.685876,50,1200.267178
-1.810553,50,1201.337701
-2.301128,50,1203.043224
-1.741055,50,1204.284775
-1.667556,50,1205.202989
-1.864989,50,1206.284287
-1.071984,50,1207.190574
-1.2071,50,1208.072031
-1.161149,50,1209.281979
-1.49543,50,1210.323977
-1.683449,50,1211.42832
-1.104885,50,1212.284297
-1.16106,50,1213.124253
-1.284496,50,1214.083912
-0.944567,50,1214.910503
-1.400432,50,1215.758156
-1.239023,50,1216.797102
-1.292993,50,1218.302785
-1.033919,50,1219.462516
-2.098912,50,1220.886843
-1.571241,50,1222.668529
-0.928004,50,1224.905272
-1.273506,50,1226.382239
-1.628244,50,1228.674603
-1.108388,50,1230.613128
-1.387652,50,1232.079792
-1.657171,50,1233.406519
-1.786027,50,1235.088534
-1.315629,50,1236.308101
-1.143415,50,1237.382188
-1.956572,50,1238.891005
-1.785191,50,1240.096914
-1.621633,50,1240.958882
-1.895553,50,1241.837846
-1.311736,50,1242.775118
-2.214304,50,1243.764191
-1.583353,50,1244.709192
-1.764293,50,1245.698521
-2.034287,50,1246.653877
-1.003657,50,1247.860882
-1.568629,50,1248.722794
-1.209532,50,1249.609213
-1.324998,50,1250.739166
-1.481698,50,1251.717124
-1.138856,50,1253.700635
-0.822368,50,1255.395832
-1.876337,50,1256.711405
-1.145952,50,1257.724583
-1.198737,50,1258.905522
-1.777368,50,1260.007581
-2.139295,50,1260.906862
-1.921033,50,1261.872925
-2.401542,50,1263.299912
-1.835401,50,1265.147333
-1.591922,50,1267.056207
-1.557353,50,1268.442562
-1.798968,50,1270.456201
-1.543354,50,1271.542519
-1.147272,50,1272.71044
-1.804751,50,1274.084159
-2.083369,50,1275.271028
-1.6256,50,1276.472578
-0.919965,50,1280.235476
-1.91608,50,1281.549542
-1.112063,50,1282.469972
-1.558274,50,1283.542863
-1.904659,50,1285.077171
-1.03344,50,1286.239051
-1.137445,50,1287.791757
-1.724261,50,1289.278678
-0.981182,50,1290.111485
-2.005343,50,1291.139885
-1.802774,50,1293.190996
-1.336345,50,1295.154398
-1.2067,50,1296.541551
-1.246639,50,1297.696136
-1.044234,50,1298.795065
-1.687509,50,1299.943249
-1.384348,50,1300.914512
-1.791968,50,1301.849002
-1.717948,50,1302.779443
-1.620243,50,1303.733873
-1.739242,50,1304.711033
-1.976928,50,1305.625205
-1.896082,50,1306.686561
-1.603279,50,1307.7981
-1.747266,50,1308.74241
-2.166667,50,1309.746806
-0.912148,50,1310.643785
-1.690562,50,1311.69116
-1.926277,50,1312.70216
-1.368402,50,1313.631262
-1.175621,50,1314.61962
-1.672756,50,1315.678381
-1.475061,50,1316.636154
-1.808827,50,1317.550066
-1.547472,50,1318.451276
-1.121378,50,1319.575784
-1.599095,50,1320.603347
-1.656657,50,1321.59312
-1.490646,50,1322.487091
-1.602188,50,1323.489517
-1.929735,50,1324.489037
-2.207441,50,1325.525278
-1.683061,50,1326.697051
-1.556766,50,1327.872175
-1.232873,50,1328.798203
-1.726247,50,1329.73471
-1.11697,50,1330.659531
-1.255567,50,1331.84723
-1.882015,50,1332.821604
-1.244095,50,1333.736531
-1.549307,50,1334.734896
-1.731967,50,1335.752022
-3.363001,50,1337.108057
-0.765356,50,1338.756557
-1.14465,50,1339.942923
-1.26402,50,1341.378976
-1.864395,50,1342.302033
-1.717928,50,1343.296868
-1.722871,50,1344.863117
-1.558455,50,1346.869746
-1.238344,50,1348.491444
-1.443259,50,1350.134306
-1.747217,50,1351.783837
-1.654246,50,1353.546284
-1.375695,50,1354.977079
-1.660415,50,1356.700744
-1.674585,50,1358.466633
-0.971636,50,1360.168434
-0.951046,50,1361.909356
-1.228371,50,1363.49252
-1.568431,50,1365.642701
-1.18708,50,1367.163942
-1.514153,50,1368.258869
-1.420488,50,1369.348525
-1.443276,50,1370.284296
-1.414525,50,1371.211454
-1.677691,50,1372.165928
-1.265685,50,1373.121557
-2.133277,50,1374.016374
-1.226616,50,1374.935337
-0.934645,50,1375.91342
-1.305389,50,1376.89894
-2.125416,50,1377.803
-1.610969,50,1378.780926
-1.934589,50,1379.87887
-1.415052,50,1380.801892
-1.231279,50,1381.704664
-1.553837,50,1382.630403
-1.550925,50,1383.607146
-2.162349,50,1384.542741
-2.108028,50,1385.440957
-1.628694,50,1386.459559
-1.583251,50,1387.407601
-1.650786,50,1388.301038
-1.247703,50,1389.184551
-1.604108,50,1390.176405
-1.249198,50,1391.061082
-1.686401,50,1391.94629
-1.442293,50,1392.812402
-1.024622,50,1393.778295
-1.950021,50,1394.677681
-1.516996,50,1395.571576
-1.406722,50,1396.502289
-1.429471,50,1397.522438
-1.837523,50,1398.453995
-1.743063,50,1399.341154
-1.53354,50,1400.275057
-1.061692,50,1401.408556
-1.335545,50,1402.335001
-1.202678,50,1403.251034
-1.635698,50,1404.380152
-1.376449,50,1405.364115
-1.357627,50,1406.71805
-1.137855,50,1408.292783
-1.984528,50,1409.306504
-2.023537,50,1410.373501
-1.756941,50,1411.535179
-1.478279,50,1412.463896
-1.128894,50,1413.375918
-1.687239,50,1414.35524
-1.730507,50,1415.241139
-1.506478,50,1416.27509
-1.877181,50,1417.200665
-0.978723,50,1418.527956
-1.066994,50,1419.641428
-1.271049,50,1420.610534
-1.970013,50,1421.614712
-1.73371,50,1422.607891
-1.29614,50,1423.603902
-1.682616,50,1424.490142
-1.506725,50,1425.393389
-2.373556,50,1426.388683
-1.393868,50,1427.698746
-0.969021,50,1428.719158
-1.081942,50,1429.743652
-1.464112,50,1430.789123
-1.206745,50,1432.191494
-1.474386,50,1433.16703
-1.020244,50,1434.131625
-1.402164,50,1435.033146
-1.380342,50,1436.002898
-1.37627,50,1436.888663
-1.648909,50,1438.005388
-1.840717,50,1438.878045
-1.680848,50,1439.726701
-2.129658,50,1440.582617
-1.706246,50,1441.480757
-0.952037,50,1442.482171
-1.037837,50,1443.329457
-2.215576,50,1444.157345
-1.614991,50,1445.013767
-1.010673,50,1445.969165
-1.45129,50,1446.880983
-2.180693,50,1447.805933
-1.39821,50,1448.663852
-1.501577,50,1449.595414
-1.891151,50,1450.426901
-1.760962,50,1451.351936
-1.280615,50,1452.289641
-1.158126,50,1453.234581
-1.355987,50,1454.09096
-1.824079,50,1454.978034
-1.60466,50,1455.887898
-1.235464,50,1456.967636
-2.039773,50,1458.26492
-1.159249,50,1459.565687
-1.899469,50,1460.52494
-1.554465,50,1461.737498
-1.503682,50,1462.772783
-1.588124,50,1463.772727
-1.122285,50,1464.701224
-1.872428,50,1465.581697
-1.640102,50,1466.529111
-2.539254,50,1467.42719
-1.485524,50,1468.288477
-1.215413,50,1469.39636
-1.67915,50,1470.407544
-1.270143,50,1471.43913
-1.192709,50,1472.383347
-0.798444,50,1473.355493
-1.426673,50,1474.239643
-0.787946,50,1475.116508
-1.09405,50,1476.034062
-1.746241,50,1477.07159
-0.842102,50,1478.157089
-1.221442,50,1479.111259
-1.132214,50,1480.071583
-0.949599,50,1481.150628
-1.235201,50,1482.06087
-1.812611,50,1482.936201
-1.36516,50,1483.810193
-1.48479,50,1484.754753
-1.389015,50,1485.672697
-2.047655,50,1486.69353
-1.10384,50,1487.765555
-1.641076,50,1489.05381
-1.326363,50,1490.10106
-1.305397,50,1491.302446
-1.961797,50,1492.685156
-1.404554,50,1493.923829
-1.815247,50,1495.345264
-1.030045,50,1496.295127
-1.52038,50,1497.314579
-1.681333,50,1498.315098
-1.903088,50,1499.770272
-1.391658,50,1500.701092
-1.117857,50,1501.615089
-1.421636,50,1502.78387
-1.799821,50,1504.050552
-1.830886,50,1505.44701
-1.175388,50,1506.379003
-1.457496,50,1507.536512
-1.724647,50,1508.575081
-1.324664,50,1509.448461
-2.144568,50,1510.312854
-1.232394,50,1511.250005
-1.073746,50,1512.226974
-1.701768,50,1513.100168
-1.364934,50,1513.995422
-1.077273,50,1514.934927
-1.989733,50,1515.839347
-1.590563,50,1516.723491
-2.023839,50,1517.841829
-1.243623,50,1518.755984
-1.19074,50,1519.86439
-1.324596,50,1520.773125
-1.878593,50,1521.639901
-2.02392,50,1522.655351
-0.951367,50,1523.496592
-1.900939,50,1524.374261
-1.860176,50,1525.302424
-1.932122,50,1526.246354
-1.525754,50,1527.221292
-1.655226,50,1528.371263
-1.419882,50,1529.816647
-1.367129,50,1531.094512
-2.009375,50,1531.957626
-1.51184,50,1532.94773
-1.24243,50,1533.825648
-1.537023,50,1534.732962
-1.705701,50,1535.657208
-1.324147,50,1536.532113
-1.938977,50,1537.540423
-1.038964,50,1538.507401
-1.139273,50,1539.400171
-1.24731,50,1540.234534
-1.803846,50,1541.049358
-1.501797,50,1541.937757
-1.385416,50,1542.77689
-2.031446,50,1543.819698
-1.657865,50,1544.638216
-1.083516,50,1545.599989
-1.411128,50,1546.597033
-1.04891,50,1547.601253
-1.64406,50,1548.46732
-2.084386,50,1549.384833
-1.900958,50,1550.305013
-2.219122,50,1551.132659
-1.74004,50,1551.945524
-1.256986,50,1552.829731
-1.034421,50,1553.648321
-1.54873,50,1554.466582
-1.678303,50,1555.306579
-1.932508,50,1556.185142
-1.230204,50,1557.087295
-1.669674,50,1558.08376
-1.989246,50,1559.093315
-1.934463,50,1560.072493
-1.834786,50,1560.951421
-1.565069,50,1561.864252
-0.887748,50,1562.705405
-1.799599,50,1563.600575
-1.421731,50,1564.595866
-1.807936,50,1565.456812
-1.791159,50,1566.295643
-1.308644,50,1567.261911
-1.100299,50,1568.187104
-1.650395,50,1569.026523
-1.616458,50,1569.894857
-0.914875,50,1570.806985
-1.614163,50,1571.669168
-1.660598,50,1572.528672
-1.231548,50,1573.381794
-1.559015,50,1574.353453
-1.724741,50,1575.32372
-0.977602,50,1576.159989
-1.080612,50,1577.07711
-1.125624,50,1578.026596
-1.797589,50,1578.910993
-1.086547,50,1579.753938
-1.858568,50,1580.612474
-1.610042,50,1581.558772
-1.451966,50,1582.462209
-1.93376,50,1583.388985
-1.741977,50,1584.218252
-1.719184,50,1585.099327
-0.982677,50,1585.942396
-1.839017,50,1586.832928
-1.719944,50,1587.70597
-1.398903,50,1588.599286
-1.676782,50,1589.51234
-1.637575,50,1590.378957
-1.412115,50,1591.21956
-1.188696,50,1592.286088
-1.13401,50,1593.15022
-1.693812,50,1593.99726
-1.511358,50,1594.881065
-1.718334,50,1595.78645
-1.970477,50,1596.654136
-1.321101,50,1597.560478
-1.287148,50,1598.463079
-1.306856,50,1599.448434
-1.357389,50,1600.313641
-1.657657,50,1601.15285
-1.536359,50,1601.973636
-1.265268,50,1602.891317
-1.014569,50,1603.828399
-1.716497,50,1604.670389
-1.668566,50,1605.54952
-1.178298,50,1606.562243
-1.230925,50,1607.501902
-1.421319,50,1608.732175
-0.893571,50,1610.017415
-1.129126,50,1611.216297
-1.70982,50,1612.601142
-1.338163,50,1613.965067
-1.329206,50,1615.07852
-1.720801,50,1616.200744
-1.704624,50,1617.263518
-1.352205,50,1618.324739
-1.769526,50,1619.53073
-1.415184,50,1620.55826
-1.624059,50,1621.551035
-1.437494,50,1622.633903
-1.306814,50,1623.578321
-1.601435,50,1624.602969
-1.229716,50,1625.631593
-1.489627,50,1626.498125
-0.765302,50,1627.50844
-1.692467,50,1628.494221
-1.723087,50,1629.395299
-1.170015,50,1630.575776
-1.822027,50,1631.447207
-1.515925,50,1632.463769
-1.40754,50,1633.330338
-1.673123,50,1634.202622
-1.371808,50,1635.095386
-1.122482,50,1636.102515
-1.268225,50,1637.004283
-1.331073,50,1637.989693
-1.785726,50,1638.872574
-1.909985,50,1639.840469
-1.62444,50,1640.799461
-1.244273,50,1641.670349
-1.572568,50,1642.862102
-0.853644,50,1644.573194
-1.451772,50,1645.567786
